Ride_ID,City,Date,Hour,Pickup_Zone,Drop_Zone,Ride_Distance_km,Estimated_Fare,Surge_Multiplier,EV_Battery_%,Driver_Available,Charging_Station_Nearby,Weather,Ride_Status,Cancellation_By
1886,Hyderabad,2025-03-20,0,4,7,8.93,788.36,1.5,83,No,No,Clear,Cancelled,Rider
1887,Delhi,2025-03-20,18,2,5,11.35,173.42,1.5,47,Yes,Yes,Clear,Cancelled,System
1888,Hyderabad,2025-03-20,1,2,10,4.35,257.89,2.0,53,Yes,Yes,Heavy Rain,Completed,
1889,Mumbai,2025-03-20,3,7,9,20.99,455.57,1.0,59,Yes,Yes,Clear,Completed,
1890,Bengaluru,2025-03-20,15,7,5,22.55,235.3,1.0,15,Yes,Yes,Rain,Cancelled,System
1891,Bengaluru,2025-03-20,18,8,4,7.34,336.48,1.2,21,No,Yes,Clear,Cancelled,Rider
1892,Delhi,2025-03-20,13,6,4,21.69,122.96,1.0,35,Yes,Yes,Clear,Completed,
1893,Delhi,2025-03-20,16,6,3,24.91,466.6,1.2,80,Yes,Yes,Clear,Completed,
1894,Bengaluru,2025-03-20,8,6,6,7.45,554.69,1.2,80,Yes,Yes,Clear,Completed,
1895,Hyderabad,2025-03-20,8,3,4,16.66,604.03,1.0,39,Yes,Yes,Clear,Completed,
1896,Delhi,2025-03-20,21,4,6,7.42,179.51,2.0,26,Yes,Yes,Heavy Rain,Completed,
1897,Hyderabad,2025-03-21,18,1,10,18.37,767.61,1.0,25,Yes,No,Clear,Completed,
1898,Bengaluru,2025-03-21,15,4,9,2.48,787.59,1.5,36,Yes,Yes,Clear,Completed,
1899,Delhi,2025-03-21,10,7,5,20.44,299.06,1.5,81,Yes,No,Rain,Completed,
1900,Bengaluru,2025-03-21,14,10,8,5.37,219.38,1.0,91,Yes,Yes,Clear,Completed,
1901,Mumbai,2025-03-21,9,1,9,6.9,763.95,1.0,68,Yes,Yes,Rain,Completed,
1902,Hyderabad,2025-03-21,9,8,3,24.78,472.62,2.0,67,Yes,No,Clear,Completed,
1903,Mumbai,2025-03-21,17,10,10,22.79,645.1,1.2,83,Yes,Yes,Rain,Completed,
1904,Mumbai,2025-03-21,10,3,7,22.94,519.28,1.0,73,Yes,No,Clear,Completed,
1905,Delhi,2025-03-21,13,9,2,2.05,354.0,1.2,62,No,Yes,Rain,Cancelled,Driver
1906,Bengaluru,2025-03-21,0,4,9,14.23,435.25,1.2,64,No,No,Clear,Cancelled,Rider
1907,Hyderabad,2025-03-21,20,3,2,19.97,584.05,2.0,72,No,Yes,Clear,Cancelled,Driver
1908,Hyderabad,2025-03-21,6,5,9,14.96,438.02,2.0,58,No,Yes,Heavy Rain,Cancelled,Driver
1909,Mumbai,2025-03-21,9,10,10,16.58,661.37,2.0,97,Yes,Yes,Rain,Completed,
1910,Delhi,2025-03-21,14,2,3,22.82,246.4,2.0,43,Yes,Yes,Clear,Completed,
1911,Mumbai,2025-03-21,18,1,7,7.81,721.49,1.0,39,Yes,Yes,Clear,Completed,
1912,Hyderabad,2025-03-21,3,6,1,18.45,281.03,1.0,40,Yes,No,Clear,Completed,
1913,Hyderabad,2025-03-21,12,3,6,2.43,223.8,2.0,92,Yes,Yes,Clear,Completed,
1914,Bengaluru,2025-03-21,16,3,8,19.64,475.98,1.2,41,Yes,No,Clear,Completed,
1915,Delhi,2025-03-21,14,2,5,23.44,300.43,1.0,35,No,Yes,Rain,Cancelled,Rider
1916,Hyderabad,2025-03-21,18,9,2,10.09,751.21,1.2,61,Yes,No,Clear,Cancelled,Rider
1917,Bengaluru,2025-03-21,3,6,6,18.92,519.05,1.5,64,Yes,Yes,Clear,Completed,
1918,Mumbai,2025-03-21,19,7,9,12.89,783.25,1.0,68,Yes,Yes,Clear,Completed,
1919,Hyderabad,2025-03-21,4,6,3,2.59,430.24,2.0,35,Yes,Yes,Clear,Completed,
1920,Bengaluru,2025-03-21,6,2,9,6.54,490.67,1.0,15,Yes,Yes,Rain,Cancelled,System
1921,Delhi,2025-03-22,8,2,5,4.86,528.32,2.0,73,Yes,No,Clear,Completed,
1922,Mumbai,2025-03-22,3,3,1,14.06,760.56,2.0,15,Yes,No,Clear,Cancelled,Rider
1923,Mumbai,2025-03-22,17,1,4,19.37,317.27,2.0,27,Yes,Yes,Clear,Completed,
1924,Delhi,2025-03-22,21,7,2,5.01,683.17,2.0,39,Yes,Yes,Heavy Rain,Completed,
1925,Bengaluru,2025-03-22,4,2,5,6.65,465.46,2.0,78,Yes,Yes,Clear,Completed,
1926,Delhi,2025-03-22,13,8,5,22.82,678.37,1.0,99,Yes,Yes,Clear,Completed,
1927,Delhi,2025-03-22,21,7,3,24.47,359.72,1.0,36,Yes,No,Clear,Completed,
1928,Hyderabad,2025-03-22,7,9,9,16.95,354.98,1.2,41,Yes,Yes,Rain,Completed,
1929,Bengaluru,2025-03-22,20,9,8,7.86,123.65,1.5,38,Yes,No,Heavy Rain,Completed,
1930,Bengaluru,2025-03-22,3,1,10,14.09,402.28,1.0,96,Yes,Yes,Clear,Completed,
1931,Mumbai,2025-03-22,9,8,6,13.4,469.35,1.0,58,Yes,No,Clear,Cancelled,Driver
1932,Delhi,2025-03-22,10,5,8,5.66,784.38,1.2,41,Yes,Yes,Clear,Cancelled,System
1933,Bengaluru,2025-03-22,2,8,3,19.99,601.73,1.5,28,Yes,Yes,Clear,Completed,
1934,Mumbai,2025-03-22,21,1,1,10.68,234.36,2.0,73,Yes,No,Rain,Completed,
1935,Bengaluru,2025-03-22,20,4,6,6.1,653.95,1.0,97,Yes,No,Rain,Completed,
1936,Delhi,2025-03-22,7,4,10,5.13,459.9,1.2,54,Yes,Yes,Clear,Cancelled,Rider
1937,Mumbai,2025-03-22,10,1,1,19.45,182.57,2.0,15,Yes,No,Clear,Cancelled,Rider
1938,Bengaluru,2025-03-22,0,5,9,20.42,533.17,1.5,94,Yes,Yes,Clear,Completed,
1939,Bengaluru,2025-03-22,23,4,2,19.84,469.47,2.0,43,Yes,Yes,Clear,Cancelled,Driver
1940,Mumbai,2025-03-22,13,7,6,20.29,178.64,1.5,66,Yes,No,Clear,Completed,
1941,Mumbai,2025-03-22,19,4,6,20.91,486.34,2.0,80,Yes,Yes,Rain,Completed,
1942,Bengaluru,2025-03-22,7,5,4,3.05,772.51,2.0,77,Yes,Yes,Clear,Completed,
1943,Mumbai,2025-03-22,12,7,7,13.87,389.57,1.2,45,Yes,No,Clear,Completed,
1944,Mumbai,2025-03-22,13,9,5,17.82,367.08,2.0,95,Yes,No,Rain,Completed,
1945,Hyderabad,2025-03-23,22,6,9,2.31,797.23,1.0,35,Yes,No,Clear,Completed,
1946,Hyderabad,2025-03-23,12,6,1,9.86,135.69,2.0,93,Yes,Yes,Clear,Completed,
1947,Bengaluru,2025-03-23,16,10,8,10.72,286.84,1.2,59,Yes,No,Clear,Completed,
1948,Bengaluru,2025-03-23,3,10,7,21.81,395.44,2.0,78,Yes,Yes,Rain,Completed,
1949,Mumbai,2025-03-23,4,6,8,8.08,196.18,1.0,94,Yes,No,Rain,Completed,
1950,Delhi,2025-03-23,2,8,8,4.45,385.29,1.5,46,No,No,Clear,Cancelled,Driver
1951,Mumbai,2025-03-23,0,7,1,13.48,362.23,2.0,71,Yes,No,Clear,Cancelled,Rider
1952,Delhi,2025-03-23,14,9,7,20.8,706.9,2.0,41,Yes,No,Clear,Cancelled,Rider
1953,Delhi,2025-03-23,2,2,7,3.74,320.49,2.0,28,Yes,Yes,Clear,Completed,
1954,Hyderabad,2025-03-23,6,8,6,7.89,300.12,1.2,79,Yes,No,Heavy Rain,Completed,
1955,Bengaluru,2025-03-23,1,9,4,18.79,290.46,1.0,41,Yes,Yes,Clear,Completed,
1956,Mumbai,2025-03-23,4,2,4,9.1,196.71,1.2,41,Yes,Yes,Clear,Completed,
1957,Delhi,2025-03-23,17,9,4,8.28,437.45,1.0,99,Yes,No,Clear,Completed,
1958,Hyderabad,2025-03-23,5,3,7,24.9,682.95,1.2,95,Yes,No,Clear,Cancelled,System
1959,Delhi,2025-03-23,14,5,3,7.99,183.07,1.2,77,Yes,Yes,Clear,Completed,
1960,Bengaluru,2025-03-23,23,6,5,12.19,240.41,1.5,65,Yes,No,Clear,Completed,
1961,Bengaluru,2025-03-23,21,10,7,3.18,766.44,1.2,86,Yes,Yes,Clear,Completed,
1962,Mumbai,2025-03-23,13,9,1,9.91,239.65,1.0,64,Yes,No,Rain,Cancelled,Rider
1963,Mumbai,2025-03-23,17,9,8,10.74,327.73,1.0,73,Yes,Yes,Clear,Completed,
1964,Mumbai,2025-03-23,14,8,2,19.05,778.22,2.0,71,Yes,Yes,Rain,Cancelled,Driver
1965,Hyderabad,2025-03-23,14,1,4,22.86,720.67,1.5,92,Yes,Yes,Clear,Completed,
1966,Mumbai,2025-03-23,3,1,5,2.79,419.87,1.5,75,Yes,Yes,Rain,Completed,
1967,Mumbai,2025-03-23,12,1,9,24.93,608.55,1.2,62,Yes,No,Rain,Completed,
1968,Hyderabad,2025-03-23,9,4,9,4.18,479.88,1.5,93,Yes,No,Rain,Completed,
1969,Mumbai,2025-03-24,19,4,9,22.14,668.52,2.0,65,Yes,No,Rain,Completed,
1970,Delhi,2025-03-24,0,2,3,21.69,400.63,1.2,17,Yes,Yes,Clear,Cancelled,Rider
1971,Delhi,2025-03-24,6,1,10,18.63,567.73,1.0,55,Yes,Yes,Clear,Completed,
1972,Hyderabad,2025-03-24,3,7,7,19.19,161.42,1.5,55,Yes,Yes,Clear,Completed,
1973,Bengaluru,2025-03-24,14,6,4,13.65,183.17,1.0,69,Yes,No,Clear,Completed,
1974,Delhi,2025-03-24,5,9,9,10.19,379.09,1.2,37,Yes,Yes,Rain,Completed,
1975,Bengaluru,2025-03-24,1,3,10,2.62,466.04,1.2,19,Yes,Yes,Clear,Cancelled,Rider
1976,Delhi,2025-03-24,15,2,4,15.69,547.54,1.2,57,Yes,No,Clear,Completed,
1977,Bengaluru,2025-03-24,11,9,4,20.81,642.93,1.5,74,Yes,Yes,Clear,Completed,
1978,Bengaluru,2025-03-24,16,5,7,12.21,124.56,1.2,79,Yes,No,Rain,Completed,
1979,Mumbai,2025-03-24,18,2,5,2.14,614.36,1.0,61,Yes,No,Clear,Completed,
1980,Hyderabad,2025-03-24,3,4,9,17.22,576.54,1.0,65,No,Yes,Clear,Cancelled,Rider
1981,Mumbai,2025-03-24,9,10,7,6.83,439.54,2.0,76,No,Yes,Clear,Cancelled,Rider
1982,Delhi,2025-03-24,18,9,7,23.19,471.45,2.0,52,Yes,No,Clear,Completed,
1983,Mumbai,2025-03-24,23,4,2,8.5,481.61,1.5,44,Yes,Yes,Clear,Completed,
1984,Delhi,2025-03-24,23,5,3,16.93,467.16,1.0,39,Yes,Yes,Clear,Completed,
1985,Hyderabad,2025-03-24,7,7,5,19.4,639.28,1.5,18,No,No,Rain,Cancelled,Rider
1986,Mumbai,2025-03-24,0,8,2,22.59,144.67,1.5,63,Yes,No,Heavy Rain,Completed,
1987,Hyderabad,2025-03-24,9,1,8,19.63,674.56,1.2,73,Yes,No,Clear,Cancelled,Rider
1988,Bengaluru,2025-03-24,7,5,5,22.22,507.76,1.5,65,Yes,No,Clear,Completed,
1989,Mumbai,2025-03-24,4,9,6,3.03,796.76,2.0,19,Yes,Yes,Clear,Cancelled,Driver
1990,Delhi,2025-03-24,13,9,10,19.57,313.97,1.5,57,Yes,No,Rain,Completed,
1991,Delhi,2025-03-24,8,2,10,13.96,381.43,2.0,57,Yes,Yes,Clear,Completed,
1992,Delhi,2025-03-24,6,2,1,12.35,366.41,1.0,84,Yes,Yes,Rain,Cancelled,Rider
1993,Bengaluru,2025-03-25,6,2,2,8.72,513.11,1.5,71,Yes,No,Rain,Completed,
1994,Hyderabad,2025-03-25,12,2,10,3.46,778.76,1.2,31,Yes,Yes,Heavy Rain,Completed,
1995,Delhi,2025-03-25,8,1,7,2.01,121.24,1.0,98,Yes,Yes,Clear,Completed,
1996,Bengaluru,2025-03-25,23,10,1,17.84,620.11,1.0,62,Yes,Yes,Clear,Completed,
1997,Mumbai,2025-03-25,22,9,2,5.01,442.8,2.0,24,Yes,Yes,Clear,Completed,
1998,Delhi,2025-03-25,6,6,2,18.77,246.2,2.0,72,Yes,Yes,Clear,Cancelled,Driver
1999,Bengaluru,2025-03-25,12,2,8,3.41,523.37,1.2,78,No,Yes,Clear,Cancelled,Driver
2000,Hyderabad,2025-03-25,3,8,6,14.21,616.9,1.5,70,Yes,No,Clear,Cancelled,Rider
2001,Mumbai,2025-03-25,22,9,8,18.4,356.84,1.5,75,Yes,Yes,Rain,Completed,
2002,Mumbai,2025-03-25,16,2,4,9.52,363.22,1.0,36,Yes,Yes,Clear,Completed,
2003,Delhi,2025-03-25,14,3,5,22.04,233.38,2.0,79,Yes,No,Heavy Rain,Completed,
2004,Hyderabad,2025-03-25,22,10,2,24.5,452.19,1.0,53,Yes,Yes,Clear,Completed,
2005,Delhi,2025-03-25,17,3,7,8.03,250.98,2.0,58,Yes,No,Clear,Completed,
2006,Mumbai,2025-03-25,0,3,2,3.09,663.95,2.0,93,Yes,Yes,Clear,Cancelled,Driver
2007,Delhi,2025-03-25,0,6,9,5.04,339.16,1.5,49,Yes,No,Rain,Completed,
2008,Mumbai,2025-03-25,18,3,4,6.63,740.88,1.0,30,Yes,Yes,Clear,Completed,
2009,Hyderabad,2025-03-25,11,1,4,8.88,157.5,1.0,80,Yes,Yes,Rain,Cancelled,System
2010,Mumbai,2025-03-25,23,10,1,24.19,145.73,2.0,93,Yes,No,Clear,Completed,
2011,Bengaluru,2025-03-25,16,2,5,23.76,137.2,1.5,69,No,No,Clear,Cancelled,Rider
2012,Bengaluru,2025-03-25,18,10,8,10.11,358.38,1.2,72,Yes,No,Heavy Rain,Completed,
2013,Bengaluru,2025-03-25,3,6,9,17.92,225.45,1.0,47,No,Yes,Clear,Cancelled,Rider
2014,Hyderabad,2025-03-25,5,10,7,18.03,486.51,2.0,24,Yes,No,Clear,Completed,
2015,Bengaluru,2025-03-25,7,7,2,2.32,412.35,2.0,70,Yes,Yes,Rain,Completed,
2016,Mumbai,2025-03-25,11,6,1,16.79,409.42,1.2,86,Yes,No,Clear,Cancelled,Rider
2017,Hyderabad,2025-03-26,6,2,9,12.84,684.97,1.2,23,Yes,Yes,Clear,Completed,
2018,Mumbai,2025-03-26,20,7,2,6.1,763.19,1.0,56,Yes,Yes,Clear,Completed,
2019,Hyderabad,2025-03-26,14,6,10,4.63,564.59,1.5,83,Yes,Yes,Clear,Completed,
2020,Mumbai,2025-03-26,10,10,4,14.88,351.54,1.2,90,Yes,Yes,Clear,Cancelled,Driver
2021,Delhi,2025-03-26,15,7,5,24.52,530.7,1.0,93,Yes,No,Clear,Completed,
2022,Bengaluru,2025-03-26,16,1,8,5.13,530.75,1.5,27,Yes,No,Rain,Completed,
2023,Mumbai,2025-03-26,14,8,3,11.89,432.09,2.0,43,Yes,No,Clear,Completed,
2024,Hyderabad,2025-03-26,23,9,9,2.32,559.83,1.2,89,Yes,Yes,Rain,Completed,
2025,Hyderabad,2025-03-26,10,10,6,8.82,656.82,1.0,65,Yes,No,Rain,Completed,
2026,Delhi,2025-03-26,23,10,10,21.72,155.79,1.5,71,Yes,Yes,Clear,Completed,
2027,Mumbai,2025-03-26,2,6,10,16.58,223.46,1.0,36,Yes,No,Clear,Completed,
2028,Delhi,2025-03-26,21,6,10,9.13,743.39,2.0,21,Yes,Yes,Clear,Completed,
2029,Bengaluru,2025-03-26,20,8,2,5.4,473.02,1.5,45,Yes,No,Clear,Completed,
2030,Delhi,2025-03-26,9,10,8,22.22,619.54,1.2,21,Yes,Yes,Clear,Cancelled,Rider
2031,Delhi,2025-03-26,2,5,7,23.14,621.85,1.2,34,Yes,No,Rain,Completed,
2032,Delhi,2025-03-26,9,4,6,12.23,468.29,1.0,45,Yes,No,Rain,Completed,
2033,Delhi,2025-03-26,18,10,8,19.4,202.12,2.0,37,Yes,Yes,Heavy Rain,Cancelled,Rider
2034,Mumbai,2025-03-26,8,9,1,16.48,655.06,2.0,77,Yes,Yes,Clear,Completed,
2035,Bengaluru,2025-03-26,12,6,8,14.49,710.6,1.5,78,Yes,No,Clear,Completed,
2036,Mumbai,2025-03-26,0,7,7,12.7,193.88,1.0,85,Yes,No,Clear,Completed,
2037,Mumbai,2025-03-26,9,9,5,3.74,193.26,1.0,33,No,Yes,Clear,Cancelled,Rider
2038,Hyderabad,2025-03-26,2,7,9,3.0,739.12,1.0,86,Yes,Yes,Heavy Rain,Completed,
2039,Hyderabad,2025-03-26,10,9,5,7.95,212.45,1.2,61,Yes,No,Clear,Cancelled,Driver
2040,Delhi,2025-03-26,19,9,9,10.53,408.56,2.0,46,Yes,No,Clear,Completed,
2041,Bengaluru,2025-03-27,5,4,4,12.31,206.66,1.2,75,Yes,Yes,Rain,Completed,
2042,Hyderabad,2025-03-27,17,8,8,2.19,176.36,2.0,87,Yes,Yes,Clear,Completed,
2043,Hyderabad,2025-03-27,14,3,3,15.6,156.74,1.0,72,Yes,Yes,Clear,Completed,
2044,Hyderabad,2025-03-27,2,1,6,3.2,359.01,2.0,55,No,No,Clear,Cancelled,System
2045,Delhi,2025-03-27,15,9,3,7.69,221.24,1.5,47,Yes,Yes,Clear,Completed,
2046,Hyderabad,2025-03-27,4,6,6,16.52,747.48,2.0,42,No,Yes,Clear,Cancelled,Rider
2047,Hyderabad,2025-03-27,13,2,9,19.99,670.59,1.5,49,Yes,Yes,Clear,Completed,
2048,Hyderabad,2025-03-27,15,2,10,22.8,744.06,1.5,95,Yes,Yes,Rain,Cancelled,Driver
2049,Hyderabad,2025-03-27,15,6,2,8.05,576.41,1.2,36,Yes,Yes,Rain,Completed,
2050,Bengaluru,2025-03-27,22,5,3,21.99,664.14,1.5,44,Yes,No,Rain,Completed,
2051,Delhi,2025-03-27,11,2,1,3.96,580.93,1.2,47,Yes,No,Clear,Completed,
2052,Mumbai,2025-03-27,4,7,10,7.23,232.25,1.0,39,Yes,No,Heavy Rain,Completed,
2053,Bengaluru,2025-03-27,18,10,10,10.96,491.94,1.5,20,Yes,Yes,Heavy Rain,Completed,
2054,Hyderabad,2025-03-27,2,5,8,6.37,141.83,2.0,32,Yes,Yes,Clear,Completed,
2055,Bengaluru,2025-03-27,15,4,8,7.52,520.49,2.0,62,Yes,Yes,Clear,Completed,
2056,Hyderabad,2025-03-27,23,10,6,3.82,193.21,2.0,89,Yes,Yes,Rain,Completed,
2057,Bengaluru,2025-03-27,5,10,2,2.17,154.49,1.2,35,Yes,No,Clear,Completed,
2058,Hyderabad,2025-03-27,9,5,5,18.75,407.64,1.5,85,Yes,Yes,Rain,Completed,
2059,Mumbai,2025-03-27,0,5,8,8.65,316.55,2.0,70,Yes,No,Rain,Completed,
2060,Mumbai,2025-03-27,13,1,2,7.57,687.88,2.0,51,Yes,No,Clear,Completed,
2061,Hyderabad,2025-03-27,3,8,4,8.9,553.63,1.2,36,Yes,No,Clear,Completed,
2062,Mumbai,2025-03-27,3,5,7,23.62,250.14,1.2,22,Yes,Yes,Clear,Cancelled,Rider
2063,Mumbai,2025-03-27,7,9,8,17.5,445.39,1.0,63,Yes,Yes,Clear,Completed,
2064,Hyderabad,2025-03-27,5,10,3,14.49,667.38,1.5,59,Yes,Yes,Clear,Completed,
2065,Bengaluru,2025-03-28,6,9,6,19.52,752.7,1.5,90,Yes,No,Clear,Completed,
2066,Bengaluru,2025-03-28,21,8,6,10.06,161.85,1.0,35,Yes,No,Clear,Completed,
2067,Mumbai,2025-03-28,16,1,5,8.24,444.51,1.2,86,Yes,No,Clear,Completed,
2068,Delhi,2025-03-28,2,8,4,8.62,353.03,1.2,22,Yes,Yes,Clear,Cancelled,Rider
2069,Hyderabad,2025-03-28,11,6,8,20.49,569.59,1.2,31,Yes,Yes,Heavy Rain,Completed,
2070,Bengaluru,2025-03-28,2,7,3,22.43,392.65,1.2,23,No,Yes,Rain,Cancelled,Driver
2071,Delhi,2025-03-28,4,8,8,24.63,730.02,2.0,23,Yes,Yes,Clear,Completed,
2072,Hyderabad,2025-03-28,11,5,1,18.36,575.75,1.0,80,Yes,Yes,Rain,Completed,
2073,Bengaluru,2025-03-28,23,8,4,14.73,136.48,2.0,41,No,No,Clear,Cancelled,System
2074,Hyderabad,2025-03-28,5,8,3,10.47,223.07,1.5,94,Yes,Yes,Rain,Completed,
2075,Bengaluru,2025-03-28,10,5,4,10.54,713.0,1.0,68,Yes,Yes,Rain,Completed,
2076,Delhi,2025-03-28,9,3,6,11.59,210.37,1.5,77,Yes,No,Clear,Completed,
2077,Mumbai,2025-03-28,14,10,7,2.28,604.65,1.2,49,Yes,Yes,Clear,Completed,
2078,Hyderabad,2025-03-28,13,6,8,8.79,464.3,1.2,60,Yes,No,Clear,Completed,
2079,Mumbai,2025-03-28,7,1,6,16.06,776.39,1.0,73,Yes,Yes,Clear,Completed,
2080,Delhi,2025-03-28,3,1,3,9.39,209.42,1.5,74,Yes,Yes,Rain,Cancelled,System
2081,Delhi,2025-03-28,20,4,10,23.12,420.7,2.0,95,Yes,No,Rain,Completed,
2082,Delhi,2025-03-28,0,5,8,12.62,335.68,1.2,25,Yes,No,Clear,Completed,
2083,Delhi,2025-03-28,16,9,5,7.67,423.78,1.2,69,Yes,Yes,Clear,Completed,
2084,Hyderabad,2025-03-28,13,3,1,18.65,313.46,1.2,97,No,Yes,Clear,Cancelled,Rider
2085,Bengaluru,2025-03-28,3,8,2,14.87,733.61,1.5,23,Yes,No,Clear,Completed,
2086,Hyderabad,2025-03-28,2,6,9,20.41,382.81,2.0,50,Yes,Yes,Clear,Completed,
2087,Hyderabad,2025-03-28,12,3,9,7.14,537.31,2.0,71,Yes,No,Clear,Completed,
2088,Bengaluru,2025-03-28,18,3,4,17.19,507.97,1.5,45,No,Yes,Rain,Cancelled,Driver
2089,Delhi,2025-03-29,3,3,2,8.82,622.54,1.5,83,Yes,Yes,Clear,Completed,
2090,Delhi,2025-03-29,7,7,10,20.08,687.94,1.0,25,Yes,No,Clear,Completed,
2091,Mumbai,2025-03-29,22,8,7,13.85,259.77,1.0,60,Yes,Yes,Rain,Completed,
2092,Bengaluru,2025-03-29,10,9,3,9.86,354.34,1.2,18,Yes,Yes,Rain,Cancelled,Driver
2093,Delhi,2025-03-29,21,7,4,9.22,362.57,2.0,60,Yes,Yes,Heavy Rain,Completed,
2094,Bengaluru,2025-03-29,20,5,3,15.59,387.43,1.5,95,Yes,No,Clear,Completed,
2095,Bengaluru,2025-03-29,4,4,3,11.48,505.02,1.0,80,Yes,No,Clear,Completed,
2096,Delhi,2025-03-29,19,2,8,8.57,670.24,1.2,66,Yes,No,Clear,Completed,
2097,Hyderabad,2025-03-29,10,2,9,12.22,464.38,1.0,88,Yes,Yes,Clear,Completed,
2098,Delhi,2025-03-29,5,1,9,21.73,672.19,2.0,74,No,Yes,Rain,Cancelled,Driver
2099,Mumbai,2025-03-29,5,8,7,2.15,480.97,2.0,80,Yes,No,Clear,Completed,
2100,Hyderabad,2025-03-29,3,7,3,19.88,763.12,1.5,35,No,Yes,Rain,Cancelled,System
2101,Bengaluru,2025-03-29,20,5,9,7.69,303.13,1.0,28,Yes,No,Clear,Completed,
2102,Bengaluru,2025-03-29,20,10,10,19.1,171.57,1.5,19,Yes,Yes,Clear,Cancelled,Rider
2103,Mumbai,2025-03-29,12,7,1,21.9,370.99,2.0,27,No,No,Clear,Cancelled,System
2104,Bengaluru,2025-03-29,3,5,7,12.45,577.45,1.2,30,Yes,Yes,Heavy Rain,Completed,
2105,Delhi,2025-03-29,15,8,2,6.01,613.59,1.2,46,Yes,Yes,Heavy Rain,Completed,
2106,Mumbai,2025-03-29,0,8,3,11.84,665.85,1.2,91,Yes,Yes,Heavy Rain,Completed,
2107,Hyderabad,2025-03-29,6,7,5,11.33,451.04,1.0,35,Yes,Yes,Heavy Rain,Completed,
2108,Delhi,2025-03-29,1,4,1,20.94,588.77,1.2,49,Yes,No,Clear,Completed,
2109,Mumbai,2025-03-29,14,4,10,18.43,324.38,1.0,78,No,Yes,Clear,Cancelled,Rider
2110,Delhi,2025-03-29,16,6,4,8.3,640.04,1.2,47,Yes,Yes,Clear,Completed,
2111,Bengaluru,2025-03-29,1,9,9,12.8,191.99,2.0,44,Yes,Yes,Clear,Completed,
2112,Hyderabad,2025-03-29,3,3,4,10.12,742.85,2.0,64,Yes,Yes,Clear,Completed,
2113,Delhi,2025-03-30,10,8,5,5.25,639.04,2.0,37,Yes,Yes,Clear,Completed,
2114,Mumbai,2025-03-30,12,5,7,11.23,632.63,1.0,72,Yes,Yes,Clear,Cancelled,System
2115,Hyderabad,2025-03-30,1,1,10,18.93,526.86,1.5,78,Yes,No,Clear,Completed,
2116,Delhi,2025-03-30,10,10,8,10.35,770.1,1.0,90,No,Yes,Clear,Cancelled,Rider
2117,Mumbai,2025-03-30,4,2,4,9.63,688.73,1.2,31,Yes,Yes,Clear,Completed,
2118,Bengaluru,2025-03-30,3,7,6,20.95,477.2,1.5,49,Yes,Yes,Heavy Rain,Completed,
2119,Delhi,2025-03-30,10,4,8,3.41,659.68,1.2,68,Yes,Yes,Rain,Completed,
2120,Bengaluru,2025-03-30,5,2,6,8.69,191.66,1.2,24,Yes,No,Rain,Completed,
2121,Delhi,2025-03-30,15,10,7,5.96,488.96,1.0,77,Yes,No,Clear,Cancelled,Rider
2122,Bengaluru,2025-03-30,7,10,7,18.05,524.42,1.2,40,Yes,Yes,Clear,Completed,
2123,Bengaluru,2025-03-30,10,3,6,12.87,572.84,1.5,73,Yes,No,Rain,Completed,
2124,Bengaluru,2025-03-30,19,6,3,10.03,569.67,1.0,61,No,Yes,Clear,Cancelled,Rider
2125,Hyderabad,2025-03-30,1,10,7,12.53,172.3,1.2,85,Yes,Yes,Rain,Completed,
2126,Bengaluru,2025-03-30,15,6,1,8.6,395.31,1.0,83,No,No,Clear,Cancelled,Driver
2127,Hyderabad,2025-03-30,14,3,8,19.66,612.98,2.0,79,Yes,Yes,Clear,Completed,
2128,Bengaluru,2025-03-30,3,6,10,24.81,499.7,1.2,98,No,Yes,Heavy Rain,Cancelled,Rider
2129,Delhi,2025-03-30,17,3,10,16.37,788.93,1.2,73,Yes,Yes,Rain,Completed,
2130,Bengaluru,2025-03-30,4,9,3,7.98,706.07,1.5,26,Yes,Yes,Clear,Completed,
2131,Hyderabad,2025-03-30,0,10,1,6.16,780.87,1.5,83,Yes,No,Rain,Cancelled,Rider
2132,Bengaluru,2025-03-30,21,10,9,17.44,611.43,1.5,98,Yes,No,Clear,Completed,
2133,Mumbai,2025-03-30,21,3,4,24.04,162.67,1.0,33,No,Yes,Clear,Cancelled,System
2134,Mumbai,2025-03-30,23,10,5,6.74,506.4,1.0,27,Yes,Yes,Clear,Completed,
2135,Delhi,2025-03-30,6,4,4,21.74,372.42,1.2,51,Yes,Yes,Clear,Completed,
2136,Bengaluru,2025-03-30,0,6,6,4.86,581.41,2.0,28,No,Yes,Clear,Cancelled,Driver
2137,Bengaluru,2025-03-31,20,2,3,13.77,160.28,1.0,34,Yes,Yes,Clear,Cancelled,Rider
2138,Mumbai,2025-03-31,3,7,1,9.49,504.98,1.0,72,Yes,Yes,Rain,Cancelled,Rider
2139,Delhi,2025-03-31,17,3,5,6.64,433.91,1.5,74,Yes,Yes,Rain,Completed,
2140,Bengaluru,2025-03-31,4,6,8,8.29,342.53,1.0,43,Yes,No,Rain,Completed,
2141,Delhi,2025-03-31,6,1,8,12.06,498.3,1.0,33,Yes,No,Clear,Completed,
2142,Mumbai,2025-03-31,10,5,9,17.5,318.95,1.5,83,No,No,Clear,Cancelled,Rider
2143,Hyderabad,2025-03-31,20,2,1,9.39,188.62,1.2,36,Yes,No,Rain,Completed,
